date, value
31/07/2006,10.96
01/08/2006,11.029
02/08/2006,10.975
03/08/2006,10.9565
04/08/2006,10.894
07/08/2006,10.8765
08/08/2006,10.894
09/08/2006,10.844
10/08/2006,10.8345
11/08/2006,10.7995
14/08/2006,10.849
15/08/2006,10.7685
16/08/2006,10.7675
17/08/2006,10.7905
18/08/2006,10.808
21/08/2006,10.7835
22/08/2006,10.84
23/08/2006,10.9157
24/08/2006,10.9403
25/08/2006,10.9735
28/08/2006,10.875
29/08/2006,10.8708
30/08/2006,10.8862
31/08/2006,10.9125
01/09/2006,10.8728
05/09/2006,10.8628
06/09/2006,10.984
07/09/2006,11.018
08/09/2006,11.0015
11/09/2006,11.0665
12/09/2006,11.005
13/09/2006,10.9832
14/09/2006,10.976
15/09/2006,10.935
18/09/2006,10.8995
19/09/2006,10.9705
20/09/2006,10.9555
21/09/2006,11.0863
22/09/2006,11.0413
25/09/2006,11.0653
26/09/2006,11.014
27/09/2006,11.0402
28/09/2006,10.9963
29/09/2006,10.9815
02/10/2006,10.976
03/10/2006,11.0625
04/10/2006,10.9998
05/10/2006,11.0205
06/10/2006,11.0688
09/10/2006,11.088
10/10/2006,11.0435
11/10/2006,10.9983
12/10/2006,10.896
13/10/2006,10.8492
16/10/2006,10.8475
17/10/2006,10.8462
18/10/2006,10.843
19/10/2006,10.8155
20/10/2006,10.8365
23/10/2006,10.857
24/10/2006,10.8236
25/10/2006,10.754
26/10/2006,10.7317
27/10/2006,10.741
30/10/2006,10.7965
31/10/2006,10.75
01/11/2006,10.8125
02/11/2006,10.8595
03/11/2006,10.811
06/11/2006,10.8185
07/11/2006,10.8413
08/11/2006,10.843
09/11/2006,10.9215
10/11/2006,10.895
13/11/2006,10.876
14/11/2006,10.8525
15/11/2006,10.8357
16/11/2006,10.8946
17/11/2006,10.9397
20/11/2006,10.9725
21/11/2006,10.9535
22/11/2006,10.9575
24/11/2006,11.0205
27/11/2006,11.0925
28/11/2006,11.0312
29/11/2006,11.0055
30/11/2006,10.973
01/12/2006,11.024
04/12/2006,10.9322
05/12/2006,10.8623
06/12/2006,10.8392
07/12/2006,10.896
08/12/2006,10.8235
11/12/2006,10.853
12/12/2006,10.8383
13/12/2006,10.8488
14/12/2006,10.777
15/12/2006,10.777
18/12/2006,10.8217
19/12/2006,10.835
20/12/2006,10.8247
21/12/2006,10.8656
22/12/2006,10.8775
26/12/2006,10.8915
27/12/2006,10.891
28/12/2006,10.862
29/12/2006,10.8018
03/01/2007,10.8285
04/01/2007,10.889
05/01/2007,10.9427
08/01/2007,10.946
09/01/2007,11.0077
10/01/2007,10.9637
11/01/2007,11.0125
12/01/2007,10.965
16/01/2007,10.9575
17/01/2007,10.9455
18/01/2007,10.9305
19/01/2007,10.8765
22/01/2007,10.9455
23/01/2007,10.9425
24/01/2007,10.9265
25/01/2007,11.0545
26/01/2007,11.0425
29/01/2007,11.0895
30/01/2007,11.0395
31/01/2007,11.0025
01/02/2007,10.9675
02/02/2007,10.9435
05/02/2007,10.9165
06/02/2007,10.9325
07/02/2007,10.9765
08/02/2007,10.9565
09/02/2007,11.0055
12/02/2007,11.0375
13/02/2007,10.9485
14/02/2007,10.9255
15/02/2007,10.9775
16/02/2007,10.9905
20/02/2007,10.9925
21/02/2007,10.9935
22/02/2007,11.0075
23/02/2007,11.0605
26/02/2007,11.0745
27/02/2007,11.2015
28/02/2007,11.1655
01/03/2007,11.1665
02/03/2007,11.2117
05/03/2007,11.1885
06/03/2007,11.1465
07/03/2007,11.1875
08/03/2007,11.1665
09/03/2007,11.1735
12/03/2007,11.1305
13/03/2007,11.1985
14/03/2007,11.1525
15/03/2007,11.1495
16/03/2007,11.1945
19/03/2007,11.1375
20/03/2007,11.1215
21/03/2007,11.0065
22/03/2007,11.0075
23/03/2007,11.0195
26/03/2007,11.017
27/03/2007,11.06
28/03/2007,11.0695
29/03/2007,11.019
30/03/2007,11.038
02/04/2007,11.01
03/04/2007,10.9715
04/04/2007,11.014
05/04/2007,10.9891
09/04/2007,10.974
10/04/2007,10.989
11/04/2007,11.016
12/04/2007,11.0005
13/04/2007,10.9985
16/04/2007,10.9945
17/04/2007,10.981
18/04/2007,10.9832
19/04/2007,10.991
20/04/2007,10.9775
23/04/2007,10.968
24/04/2007,10.973
25/04/2007,10.928
26/04/2007,10.9495
27/04/2007,10.9165
30/04/2007,10.963
01/05/2007,10.9325
02/05/2007,10.912
03/05/2007,10.9115
04/05/2007,10.8745
07/05/2007,10.831
08/05/2007,10.8375
09/05/2007,10.784
10/05/2007,10.846
11/05/2007,10.7925
14/05/2007,10.796
15/05/2007,10.7988
16/05/2007,10.7765
17/05/2007,10.81
18/05/2007,10.799
21/05/2007,10.765
22/05/2007,10.793
23/05/2007,10.7932
24/05/2007,10.8375
25/05/2007,10.789
29/05/2007,10.807
30/05/2007,10.742
31/05/2007,10.737
01/06/2007,10.713
04/06/2007,10.76
05/06/2007,10.8055
06/06/2007,10.8605
07/06/2007,10.9445
08/06/2007,10.912
11/06/2007,10.915
12/06/2007,11.012
13/06/2007,10.9214
14/06/2007,10.87
15/06/2007,10.77
18/06/2007,10.781
19/06/2007,10.7385
20/06/2007,10.8455
21/06/2007,10.8175
22/06/2007,10.8435
25/06/2007,10.8375
26/06/2007,10.869
27/06/2007,10.817
28/06/2007,10.797
29/06/2007,10.8055
02/07/2007,10.7575
03/07/2007,10.7695
05/07/2007,10.8
06/07/2007,10.764
09/07/2007,10.76
10/07/2007,10.842
11/07/2007,10.8005
12/07/2007,10.7575
13/07/2007,10.7575
16/07/2007,10.7785
17/07/2007,10.7425
18/07/2007,10.731
19/07/2007,10.748
20/07/2007,10.7915
23/07/2007,10.7625
24/07/2007,10.8425
25/07/2007,10.849
26/07/2007,10.978
27/07/2007,11.005
30/07/2007,10.918
31/07/2007,10.99
01/08/2007,10.943
02/08/2007,10.938
03/08/2007,11.0025
06/08/2007,10.949
07/08/2007,10.9442
08/08/2007,10.9275
09/08/2007,11
10/08/2007,10.9955
13/08/2007,11.0215
14/08/2007,11.0941
15/08/2007,11.199
16/08/2007,11.1765
17/08/2007,11.0785
20/08/2007,11.1115
21/08/2007,11.14
22/08/2007,11.0414
23/08/2007,11.0628
24/08/2007,11.0053
27/08/2007,11.062
28/08/2007,11.141
29/08/2007,11.069
30/08/2007,11.08
31/08/2007,11.0235
04/09/2007,11.0255
05/09/2007,11.079
06/09/2007,11.047
07/09/2007,11.137
10/09/2007,11.123
11/09/2007,11.079
12/09/2007,11.1015
13/09/2007,11.124
14/09/2007,11.118
17/09/2007,11.137
18/09/2007,10.9945
19/09/2007,10.981
20/09/2007,10.989
21/09/2007,10.9263
24/09/2007,10.9518
25/09/2007,10.924
26/09/2007,10.9157
27/09/2007,10.915
28/09/2007,10.92
01/10/2007,10.887
02/10/2007,10.898
03/10/2007,10.9008
04/10/2007,10.869
05/10/2007,10.837
08/10/2007,10.8398
09/10/2007,10.822
10/10/2007,10.825
11/10/2007,10.831
12/10/2007,10.8015
15/10/2007,10.81
16/10/2007,10.815
17/10/2007,10.82
18/10/2007,10.779
19/10/2007,10.8187
22/10/2007,10.819
23/10/2007,10.819
24/10/2007,10.8245
25/10/2007,10.803
26/10/2007,10.7265
29/10/2007,10.706
30/10/2007,10.732
31/10/2007,10.649
01/11/2007,10.709
02/11/2007,10.6715
05/11/2007,10.7275
06/11/2007,10.694
07/11/2007,10.7845
08/11/2007,10.8031
09/11/2007,10.887
12/11/2007,10.944
13/11/2007,10.8605
14/11/2007,10.9015
15/11/2007,10.9361
16/11/2007,10.926
19/11/2007,10.9895
20/11/2007,10.9681
21/11/2007,10.9875
23/11/2007,10.965
26/11/2007,11.012
27/11/2007,10.964
28/11/2007,10.9255
29/11/2007,10.914
30/11/2007,10.91
03/12/2007,10.9045
04/12/2007,10.8885
05/12/2007,10.841
06/12/2007,10.8255
07/12/2007,10.8195
10/12/2007,10.807
11/12/2007,10.876
12/12/2007,10.836
13/12/2007,10.8278
14/12/2007,10.829
17/12/2007,10.868
18/12/2007,10.8353
19/12/2007,10.838
20/12/2007,10.8205
21/12/2007,10.825
24/12/2007,10.81
26/12/2007,10.815
27/12/2007,10.881
28/12/2007,10.8981
31/12/2007,10.894
02/01/2008,10.915
03/01/2008,10.8825
04/01/2008,10.9315
07/01/2008,10.8975
08/01/2008,10.9321
09/01/2008,10.939
10/01/2008,10.929
11/01/2008,10.935
14/01/2008,10.905
15/01/2008,10.9415
16/01/2008,10.9355
17/01/2008,10.9503
18/01/2008,10.892
22/01/2008,10.924
23/01/2008,10.915
24/01/2008,10.8895
25/01/2008,10.9
28/01/2008,10.8621
29/01/2008,10.846
30/01/2008,10.8345
31/01/2008,10.824
01/02/2008,10.799
04/02/2008,10.791
05/02/2008,10.84
06/02/2008,10.8115
07/02/2008,10.767
08/02/2008,10.7555
11/02/2008,10.762
12/02/2008,10.7615
13/02/2008,10.739
14/02/2008,10.758
15/02/2008,10.7465
19/02/2008,10.7585
20/02/2008,10.7725
21/02/2008,10.793
22/02/2008,10.769
25/02/2008,10.7705
26/02/2008,10.726
27/02/2008,10.6965
28/02/2008,10.669
29/02/2008,10.707
03/03/2008,10.6925
04/03/2008,10.715
05/03/2008,10.6995
06/03/2008,10.8415
07/03/2008,10.819
10/03/2008,10.845
11/03/2008,10.766
12/03/2008,10.7728
13/03/2008,10.75
14/03/2008,10.765
17/03/2008,10.7665
18/03/2008,10.684
19/03/2008,10.7125
20/03/2008,10.7235
24/03/2008,10.6795
25/03/2008,10.692
26/03/2008,10.706
27/03/2008,10.691
28/03/2008,10.69
31/03/2008,10.639
01/04/2008,10.569
02/04/2008,10.571
03/04/2008,10.555
04/04/2008,10.5605
07/04/2008,10.5485
08/04/2008,10.5608
09/04/2008,10.569
10/04/2008,10.529
11/04/2008,10.532
14/04/2008,10.4493
15/04/2008,10.4575
16/04/2008,10.4623
17/04/2008,10.4668
18/04/2008,10.4804
21/04/2008,10.529
22/04/2008,10.481
23/04/2008,10.466
24/04/2008,10.4388
25/04/2008,10.4605
28/04/2008,10.464
29/04/2008,10.538
30/04/2008,10.4845
01/05/2008,10.4891
02/05/2008,10.4645
05/05/2008,10.47
06/05/2008,10.4991
07/05/2008,10.5535
08/05/2008,10.5645
09/05/2008,10.5638
12/05/2008,10.478
13/05/2008,10.479
14/05/2008,10.4875
15/05/2008,10.4475
16/05/2008,10.393
19/05/2008,10.3715
20/05/2008,10.388
21/05/2008,10.3725
22/05/2008,10.359
23/05/2008,10.382
27/05/2008,10.3765
28/05/2008,10.3275
29/05/2008,10.324
30/05/2008,10.3165
02/06/2008,10.3355
03/06/2008,10.3065
04/06/2008,10.314
05/06/2008,10.2865
06/06/2008,10.365
09/06/2008,10.3465
10/06/2008,10.424
11/06/2008,10.4315
12/06/2008,10.3675
13/06/2008,10.355
16/06/2008,10.3176
17/06/2008,10.304
18/06/2008,10.303
19/06/2008,10.302
20/06/2008,10.268
23/06/2008,10.3175
24/06/2008,10.285
25/06/2008,10.2625
26/06/2008,10.2875
27/06/2008,10.29
30/06/2008,10.305
01/07/2008,10.37
02/07/2008,10.391
03/07/2008,10.3475
07/07/2008,10.33
08/07/2008,10.3175
09/07/2008,10.2975
10/07/2008,10.3
11/07/2008,10.29
14/07/2008,10.295
15/07/2008,10.29
16/07/2008,10.223
17/07/2008,10.22
18/07/2008,10.175
21/07/2008,10.13
22/07/2008,10.0355
23/07/2008,10.005
24/07/2008,10.025
25/07/2008,10.0865
28/07/2008,10.06
29/07/2008,10.0475
30/07/2008,10.025
31/07/2008,10.03
01/08/2008,9.915
04/08/2008,9.858
05/08/2008,9.905
06/08/2008,9.944
07/08/2008,10.0055
08/08/2008,10.1525
11/08/2008,10.1625
12/08/2008,10.155
13/08/2008,10.1475
14/08/2008,10.1675
15/08/2008,10.1825
18/08/2008,10.1675
19/08/2008,10.1225
20/08/2008,10.1375
21/08/2008,10.09
22/08/2008,10.14
25/08/2008,10.13
26/08/2008,10.1575
27/08/2008,10.14
28/08/2008,10.23
29/08/2008,10.28
02/09/2008,10.3625
03/09/2008,10.4
04/09/2008,10.51
05/09/2008,10.4381
08/09/2008,10.495
09/09/2008,10.5615
10/09/2008,10.5975
11/09/2008,10.597
12/09/2008,10.5825
15/09/2008,10.7275
16/09/2008,10.702
17/09/2008,10.82
18/09/2008,10.75
19/09/2008,10.65
22/09/2008,10.638
23/09/2008,10.75
24/09/2008,10.83
25/09/2008,10.7075
26/09/2008,10.785
29/09/2008,11.035
30/09/2008,10.915
01/10/2008,10.955
02/10/2008,11.195
03/10/2008,11.23
06/10/2008,11.8119
07/10/2008,12.326
08/10/2008,12.339
09/10/2008,13.45
10/10/2008,12.9743
13/10/2008,12.199
14/10/2008,12.345
15/10/2008,13.274
16/10/2008,12.945
17/10/2008,12.769
20/10/2008,12.989
21/10/2008,13.199
22/10/2008,13.859
23/10/2008,13.355
24/10/2008,13.39
27/10/2008,13.515
28/10/2008,13.025
29/10/2008,12.93
30/10/2008,12.559
31/10/2008,12.75
03/11/2008,12.7843
04/11/2008,12.4815
05/11/2008,12.75
06/11/2008,13.0535
07/11/2008,12.8235
10/11/2008,12.804
11/11/2008,12.952
12/11/2008,13.055
13/11/2008,12.9325
14/11/2008,13.0195
17/11/2008,13.155
18/11/2008,13.138
19/11/2008,13.3225
20/11/2008,13.9075
21/11/2008,13.7201
24/11/2008,13.4045
25/11/2008,13.2239
26/11/2008,13.1775
28/11/2008,13.4472
01/12/2008,13.62
02/12/2008,13.5745
03/12/2008,13.5975
04/12/2008,13.5875
05/12/2008,13.6175
08/12/2008,13.446
09/12/2008,13.564
10/12/2008,13.3835
11/12/2008,13.2785
12/12/2008,13.495
15/12/2008,13.3005
16/12/2008,13.0168
17/12/2008,13.069
18/12/2008,13.15
19/12/2008,13.11
22/12/2008,13.1723
23/12/2008,13.3275
24/12/2008,13.249
26/12/2008,13.399
29/12/2008,13.7165
30/12/2008,13.741
31/12/2008,13.6475
02/01/2009,13.695
05/01/2009,13.4275
06/01/2009,13.3475
07/01/2009,13.4801
08/01/2009,13.64
09/01/2009,13.625
12/01/2009,13.7835
13/01/2009,13.804
14/01/2009,14.099
15/01/2009,13.945
16/01/2009,13.895
20/01/2009,14.005
21/01/2009,13.8
22/01/2009,14.07
23/01/2009,14.02
26/01/2009,14.08
27/01/2009,14.205
28/01/2009,14.0363
29/01/2009,14.178
30/01/2009,14.3
02/02/2009,14.4623
03/02/2009,14.576
04/02/2009,14.4768
05/02/2009,14.3538
06/02/2009,14.2065
09/02/2009,14.2005
10/02/2009,14.54
11/02/2009,14.494
12/02/2009,14.495
13/02/2009,14.47
17/02/2009,14.7175
18/02/2009,14.55
19/02/2009,14.7653
20/02/2009,14.794
23/02/2009,14.943
24/02/2009,14.827
25/02/2009,14.9495
26/02/2009,14.9678
27/02/2009,15.231
02/03/2009,15.4338
03/03/2009,15.3453
04/03/2009,15.2348
05/03/2009,15.386
06/03/2009,15.2025
09/03/2009,15.5575
10/03/2009,15.254
11/03/2009,15.0676
12/03/2009,14.709
13/03/2009,14.53
16/03/2009,14.2475
17/03/2009,14.014
18/03/2009,13.9238
19/03/2009,14.25
20/03/2009,14.1425
23/03/2009,14.249
24/03/2009,14.3315
25/03/2009,14.2308
26/03/2009,14.2013
27/03/2009,14.31
30/03/2009,14.28
31/03/2009,14.18
01/04/2009,13.901
02/04/2009,13.7525
03/04/2009,13.559
06/04/2009,13.619
07/04/2009,13.4703
08/04/2009,13.36
09/04/2009,13.0955
13/04/2009,13.1078
14/04/2009,13.22
15/04/2009,13.0153
16/04/2009,13.1065
17/04/2009,13.1335
20/04/2009,13.4145
21/04/2009,13.154
22/04/2009,13.233
23/04/2009,13.1625
24/04/2009,13.323
27/04/2009,14.065
28/04/2009,13.8068
29/04/2009,13.7388
30/04/2009,13.799
01/05/2009,13.75
04/05/2009,13.235
05/05/2009,13.279
06/05/2009,13.1025
07/05/2009,13.1375
08/05/2009,13
11/05/2009,13.25
12/05/2009,13.2238
13/05/2009,13.34
14/05/2009,13.2128
15/05/2009,13.24
18/05/2009,13.0225
19/05/2009,12.9412
20/05/2009,13.014
21/05/2009,13.1278
22/05/2009,13.1778
26/05/2009,13.169
27/05/2009,13.274
28/05/2009,13.2075
29/05/2009,13.13
01/06/2009,13.243
02/06/2009,13.17
03/06/2009,13.336
04/06/2009,13.194
05/06/2009,13.3001
08/06/2009,13.444
09/06/2009,13.611
10/06/2009,13.585
11/06/2009,13.3725
12/06/2009,13.4048
15/06/2009,13.3725
16/06/2009,13.4813
17/06/2009,13.4395
18/06/2009,13.3898
19/06/2009,13.3471
22/06/2009,13.3025
23/06/2009,13.3345
24/06/2009,13.2702
25/06/2009,13.22
26/06/2009,13.195
29/06/2009,13.1755
30/06/2009,13.1773
01/07/2009,13.117
02/07/2009,13.2775
06/07/2009,13.23
07/07/2009,13.4
08/07/2009,13.531
09/07/2009,13.534
10/07/2009,13.6878
13/07/2009,13.709
14/07/2009,13.73
15/07/2009,13.5425
16/07/2009,13.5503
17/07/2009,13.3325
20/07/2009,13.285
21/07/2009,13.3128
22/07/2009,13.229
23/07/2009,13.2425
24/07/2009,13.2038
27/07/2009,13.2645
28/07/2009,13.2099
29/07/2009,13.262
30/07/2009,13.2505
31/07/2009,13.169
03/08/2009,13.115
04/08/2009,13.1252
05/08/2009,13.0147
06/08/2009,13.0275
07/08/2009,12.946
10/08/2009,12.9365
11/08/2009,13.013
12/08/2009,12.9453
13/08/2009,12.86
14/08/2009,12.835
17/08/2009,13.0122
18/08/2009,12.9155
19/08/2009,12.8813
20/08/2009,12.8805
21/08/2009,12.8465
24/08/2009,12.925
25/08/2009,13.012
26/08/2009,13.135
27/08/2009,13.2275
28/08/2009,13.243
31/08/2009,13.3605
01/09/2009,13.6745
02/09/2009,13.651
03/09/2009,13.5255
04/09/2009,13.35
08/09/2009,13.354
09/09/2009,13.455
10/09/2009,13.368
11/09/2009,13.325
14/09/2009,13.3633
15/09/2009,13.2927
16/09/2009,13.175
17/09/2009,13.2735
18/09/2009,13.272
21/09/2009,13.3818
22/09/2009,13.3513
23/09/2009,13.3675
24/09/2009,13.5044
25/09/2009,13.5655
28/09/2009,13.5255
29/09/2009,13.5218
30/09/2009,13.496
01/10/2009,13.7588
02/10/2009,13.6085
05/10/2009,13.616
06/10/2009,13.462
07/10/2009,13.3698
08/10/2009,13.24
09/10/2009,13.2743
12/10/2009,13.2075
13/10/2009,13.1075
14/10/2009,13.0599
15/10/2009,13.085
16/10/2009,13.096
19/10/2009,12.9438
20/10/2009,13.0355
21/10/2009,12.9293
22/10/2009,12.8855
23/10/2009,13.079
26/10/2009,13.2975
27/10/2009,13.22
28/10/2009,13.3163
29/10/2009,13.0708
30/10/2009,13.215
02/11/2009,13.21
03/11/2009,13.2652
04/11/2009,13.2917
05/11/2009,13.295
06/11/2009,13.4065
09/11/2009,13.274
10/11/2009,13.2075
11/11/2009,13.1568
12/11/2009,13.1785
13/11/2009,13.02
16/11/2009,12.9861
17/11/2009,13.032
18/11/2009,12.997
19/11/2009,13.0483
20/11/2009,13.069
23/11/2009,12.9685
24/11/2009,12.889
25/11/2009,12.834
27/11/2009,12.925
30/11/2009,12.925
01/12/2009,12.8515
02/12/2009,12.725
03/12/2009,12.612
04/12/2009,12.6325
07/12/2009,12.686
08/12/2009,12.9165
09/12/2009,12.9035
10/12/2009,12.944
11/12/2009,12.8758
14/12/2009,12.7407
15/12/2009,12.6913
16/12/2009,12.692
17/12/2009,12.8531
18/12/2009,12.8251
21/12/2009,12.9241
22/12/2009,12.8832
23/12/2009,12.893
24/12/2009,12.877
28/12/2009,13.01
29/12/2009,12.9975
30/12/2009,13.0818
31/12/2009,13.0713
04/01/2010,12.8763
05/01/2010,12.8045
06/01/2010,12.7275
07/01/2010,12.7944
08/01/2010,12.7005
11/01/2010,12.733
12/01/2010,12.7988
13/01/2010,12.7059
14/01/2010,12.6698
15/01/2010,12.6945
19/01/2010,12.6357
20/01/2010,12.75
21/01/2010,12.9355
22/01/2010,12.9915
25/01/2010,12.858
26/01/2010,12.8664
27/01/2010,12.9662
28/01/2010,13.065
29/01/2010,13.0903
01/02/2010,12.8765
02/02/2010,12.8686
03/02/2010,12.947
04/02/2010,13.136
05/02/2010,13.1498
08/02/2010,13.2095
09/02/2010,13.026
10/02/2010,13.1188
11/02/2010,12.9433
12/02/2010,12.9316
16/02/2010,12.8372
17/02/2010,12.8735
18/02/2010,12.8135
19/02/2010,12.802
22/02/2010,12.795
23/02/2010,12.9185
24/02/2010,12.8065
25/02/2010,12.794
26/02/2010,12.7713
01/03/2010,12.741
02/03/2010,12.731
03/03/2010,12.6956
04/03/2010,12.715
05/03/2010,12.628
08/03/2010,12.684
09/03/2010,12.617
10/03/2010,12.592
11/03/2010,12.5586
12/03/2010,12.5339
15/03/2010,12.5405
16/03/2010,12.509
17/03/2010,12.4565
18/03/2010,12.5185
19/03/2010,12.5832
22/03/2010,12.5229
23/03/2010,12.4825
24/03/2010,12.5845
25/03/2010,12.5607
26/03/2010,12.4892
29/03/2010,12.424
30/03/2010,12.358
31/03/2010,12.3625
01/04/2010,12.299
05/04/2010,12.2287
06/04/2010,12.2167
07/04/2010,12.2898
08/04/2010,12.2137
09/04/2010,12.1668
12/04/2010,12.1486
13/04/2010,12.1875
14/04/2010,12.193
15/04/2010,12.1657
16/04/2010,12.2785
19/04/2010,12.234
20/04/2010,12.2075
21/04/2010,12.1675
22/04/2010,12.2048
23/04/2010,12.1725
26/04/2010,12.138
27/04/2010,12.368
28/04/2010,12.334
29/04/2010,12.2009
30/04/2010,12.3055
03/05/2010,12.255
04/05/2010,12.5415
05/05/2010,12.7375
06/05/2010,13.0328
07/05/2010,12.869
10/05/2010,12.469
11/05/2010,12.5075
12/05/2010,12.3477
13/05/2010,12.4183
14/05/2010,12.6025
17/05/2010,12.5937
18/05/2010,12.7762
19/05/2010,12.82
20/05/2010,13.1532
21/05/2010,12.9485
24/05/2010,13.0325
25/05/2010,13.016
26/05/2010,13.1135
27/05/2010,12.823
28/05/2010,12.9615
01/06/2010,12.9735
02/06/2010,12.7815
03/06/2010,12.764
04/06/2010,12.9565
07/06/2010,12.9561
08/06/2010,12.8655
09/06/2010,12.8633
10/06/2010,12.6804
11/06/2010,12.6556
14/06/2010,12.6855
15/06/2010,12.574
16/06/2010,12.5898
17/06/2010,12.588
18/06/2010,12.544
21/06/2010,12.5365
22/06/2010,12.6025
23/06/2010,12.634
24/06/2010,12.7258
25/06/2010,12.648
28/06/2010,12.7185
29/06/2010,12.8977
30/06/2010,12.9385
01/07/2010,13.0062
02/07/2010,13.0793
06/07/2010,12.96
07/07/2010,12.8307
08/07/2010,12.7667
09/07/2010,12.773
12/07/2010,12.825
13/07/2010,12.676
14/07/2010,12.7066
15/07/2010,12.7737
16/07/2010,12.934
19/07/2010,12.8964
20/07/2010,12.7455
21/07/2010,12.865
22/07/2010,12.761
23/07/2010,12.7335
26/07/2010,12.6667
27/07/2010,12.672
28/07/2010,12.6991
29/07/2010,12.7128
30/07/2010,12.6465
02/08/2010,12.5772
03/08/2010,12.5753
04/08/2010,12.5132
05/08/2010,12.5608
06/08/2010,12.6805
09/08/2010,12.6107
10/08/2010,12.5976
11/08/2010,12.7557
12/08/2010,12.7317
13/08/2010,12.7365
16/08/2010,12.655
17/08/2010,12.583
18/08/2010,12.6307
19/08/2010,12.6977
20/08/2010,12.7652
23/08/2010,12.906
24/08/2010,12.95
25/08/2010,12.9803
26/08/2010,13.0667
27/08/2010,13.004
30/08/2010,13.1425
31/08/2010,13.2027
01/09/2010,13.0521
02/09/2010,13.0283
03/09/2010,12.9335
07/09/2010,13.0492
08/09/2010,13.0368
09/09/2010,12.9907
10/09/2010,12.938
13/09/2010,12.8509
14/09/2010,12.8293
15/09/2010,12.7852
16/09/2010,12.7812
17/09/2010,12.7923
20/09/2010,12.7696
21/09/2010,12.7077
22/09/2010,12.6348
23/09/2010,12.6393
24/09/2010,12.538
27/09/2010,12.576
28/09/2010,12.4797
29/09/2010,12.5333
30/09/2010,12.57
01/10/2010,12.518
04/10/2010,12.5987
05/10/2010,12.4708
06/10/2010,12.4787
07/10/2010,12.5388
08/10/2010,12.4048
11/10/2010,12.4415
12/10/2010,12.4025
13/10/2010,12.3825
14/10/2010,12.4017
15/10/2010,12.4308
18/10/2010,12.4
19/10/2010,12.5235
20/10/2010,12.3936
21/10/2010,12.3718
22/10/2010,12.335
25/10/2010,12.352
26/10/2010,12.4115
27/10/2010,12.4559
28/10/2010,12.36
29/10/2010,12.3449
01/11/2010,12.3245
02/11/2010,12.2749
03/11/2010,12.249
04/11/2010,12.213
05/11/2010,12.1995
08/11/2010,12.2277
09/11/2010,12.2976
10/11/2010,12.2235
11/11/2010,12.26
12/11/2010,12.353
15/11/2010,12.27
16/11/2010,12.4167
17/11/2010,12.3764
18/11/2010,12.2766
19/11/2010,12.267
22/11/2010,12.2955
23/11/2010,12.4738
24/11/2010,12.3714
26/11/2010,12.489
29/11/2010,12.4957
30/11/2010,12.4903
01/12/2010,12.415
02/12/2010,12.3283
03/12/2010,12.3255
06/12/2010,12.3584
07/12/2010,12.4827
08/12/2010,12.4038
09/12/2010,12.471
10/12/2010,12.448
13/12/2010,12.4056
14/12/2010,12.3901
15/12/2010,12.456
16/12/2010,12.4081
17/12/2010,12.395
20/12/2010,12.4143
21/12/2010,12.3603
22/12/2010,12.3045
23/12/2010,12.3515
27/12/2010,12.365
28/12/2010,12.4015
29/12/2010,12.3657
30/12/2010,12.3913
31/12/2010,12.354
03/01/2011,12.2559
04/01/2011,12.2266
05/01/2011,12.184
06/01/2011,12.2315
07/01/2011,12.235
10/01/2011,12.2213
11/01/2011,12.1396
12/01/2011,12.0711
13/01/2011,12.1338
14/01/2011,12.0375
18/01/2011,12.022
19/01/2011,12.08
20/01/2011,12.0666
21/01/2011,12.06
24/01/2011,12.0355
25/01/2011,12.0851
26/01/2011,12.0225
27/01/2011,12.0368
28/01/2011,12.196
31/01/2011,12.1199
01/02/2011,11.9956
02/02/2011,12.017
03/02/2011,12.008
04/02/2011,11.9705
07/02/2011,12.0138
08/02/2011,12.0382
09/02/2011,12.075
10/02/2011,12.0765
11/02/2011,12.018
14/02/2011,12.0461
15/02/2011,12.1538
16/02/2011,12.06
17/02/2011,12.0105
18/02/2011,12.025
22/02/2011,12.1297
23/02/2011,12.18
24/02/2011,12.146
25/02/2011,12.114
28/02/2011,12.1039
01/03/2011,12.1302
02/03/2011,12.088
03/03/2011,11.9995
04/03/2011,11.9986
07/03/2011,12.0502
08/03/2011,12.011
09/03/2011,11.9278
10/03/2011,11.9817
11/03/2011,11.9093
14/03/2011,11.895
15/03/2011,11.9958
16/03/2011,12.196
17/03/2011,12.084
18/03/2011,12.0446
21/03/2011,11.9848
22/03/2011,11.991
23/03/2011,12.0181
24/03/2011,11.947
25/03/2011,11.992
28/03/2011,11.9722
29/03/2011,11.9538
30/03/2011,11.9191
31/03/2011,11.9015
01/04/2011,11.8405
04/04/2011,11.8516
05/04/2011,11.814
06/04/2011,11.8064
07/04/2011,11.7713
08/04/2011,11.7275
11/04/2011,11.7549
12/04/2011,11.8363
13/04/2011,11.7768
14/04/2011,11.7085
15/04/2011,11.6675
18/04/2011,11.7519
19/04/2011,11.6772
20/04/2011,11.5905
21/04/2011,11.6135
25/04/2011,11.6048
26/04/2011,11.5784
27/04/2011,11.5222
28/04/2011,11.5535
29/04/2011,11.4975
02/05/2011,11.5268
03/05/2011,11.5773
04/05/2011,11.6432
05/05/2011,11.7198
06/05/2011,11.6414
09/05/2011,11.6078
10/05/2011,11.547
11/05/2011,11.6515
12/05/2011,11.6198
13/05/2011,11.7265
16/05/2011,11.769
17/05/2011,11.7174
