date, value
18/05/2011,11.7184
19/05/2011,11.6248
20/05/2011,11.6495
23/05/2011,11.74
24/05/2011,11.6862
25/05/2011,11.6673
26/05/2011,11.671
27/05/2011,11.6047
31/05/2011,11.5667
01/06/2011,11.6998
02/06/2011,11.6311
03/06/2011,11.662
06/06/2011,11.7435
07/06/2011,11.7601
08/06/2011,11.8385
09/06/2011,11.7727
10/06/2011,11.9002
13/06/2011,11.8525
14/06/2011,11.7966
15/06/2011,11.9036
16/06/2011,11.9501
17/06/2011,11.8985
20/06/2011,11.8665
21/06/2011,11.7797
22/06/2011,11.7915
23/06/2011,11.8633
24/06/2011,11.9035
27/06/2011,11.887
28/06/2011,11.809
29/06/2011,11.753
30/06/2011,11.708
01/07/2011,11.607
05/07/2011,11.635
06/07/2011,11.6257
07/07/2011,11.536
08/07/2011,11.6207
11/07/2011,11.7587
12/07/2011,11.7876
13/07/2011,11.6775
14/07/2011,11.7179
15/07/2011,11.7321
18/07/2011,11.717
19/07/2011,11.6575
20/07/2011,11.6478
21/07/2011,11.5895
22/07/2011,11.6332
25/07/2011,11.6386
26/07/2011,11.6245
27/07/2011,11.648
28/07/2011,11.7097
29/07/2011,11.7163
01/08/2011,11.7199
02/08/2011,11.843
03/08/2011,11.8222
04/08/2011,12.0392
05/08/2011,11.985
08/08/2011,12.3265
09/08/2011,12.0275
10/08/2011,12.5285
11/08/2011,12.3044
12/08/2011,12.3116
15/08/2011,12.2207
16/08/2011,12.255
17/08/2011,12.1656
18/08/2011,12.2602
19/08/2011,12.2951
22/08/2011,12.3555
23/08/2011,12.3125
24/08/2011,12.479
25/08/2011,12.5023
26/08/2011,12.457
29/08/2011,12.451
30/08/2011,12.5278
31/08/2011,12.3382
01/09/2011,12.3037
02/09/2011,12.4001
06/09/2011,12.5058
07/09/2011,12.4668
08/09/2011,12.5092
09/09/2011,12.6864
12/09/2011,12.8624
13/09/2011,12.8816
14/09/2011,12.9277
15/09/2011,12.9466
16/09/2011,13.0362
19/09/2011,13.1137
20/09/2011,13.203
21/09/2011,13.6813
22/09/2011,14.075
23/09/2011,13.5232
26/09/2011,13.5233
27/09/2011,13.3693
28/09/2011,13.5587
29/09/2011,13.7125
30/09/2011,13.895
03/10/2011,14.0236
04/10/2011,13.7597
05/10/2011,13.5696
06/10/2011,13.4391
07/10/2011,13.4598
10/10/2011,13.2372
11/10/2011,13.3906
12/10/2011,13.2859
13/10/2011,13.4248
14/10/2011,13.2638
17/10/2011,13.4755
18/10/2011,13.371
19/10/2011,13.4516
20/10/2011,13.691
21/10/2011,13.665
24/10/2011,13.3808
25/10/2011,13.5243
26/10/2011,13.4028
27/10/2011,13.1152
28/10/2011,12.996
31/10/2011,13.3501
01/11/2011,13.595
02/11/2011,13.5439
03/11/2011,13.32
04/11/2011,13.496
07/11/2011,13.4263
08/11/2011,13.3322
09/11/2011,13.6699
10/11/2011,13.5419
11/11/2011,13.488
14/11/2011,13.5025
15/11/2011,13.6046
16/11/2011,13.6465
17/11/2011,13.7139
18/11/2011,13.72
21/11/2011,13.9982
22/11/2011,13.97
23/11/2011,14.1905
25/11/2011,14.194
28/11/2011,14.0183
29/11/2011,13.7867
30/11/2011,13.635
01/12/2011,13.5986
02/12/2011,13.6136
05/12/2011,13.5235
06/12/2011,13.464
07/12/2011,13.5097
08/12/2011,13.7145
09/12/2011,13.573
12/12/2011,13.8095
13/12/2011,13.8637
14/12/2011,13.8996
15/12/2011,13.8933
16/12/2011,13.855
19/12/2011,13.8992
20/12/2011,13.783
21/12/2011,13.8273
22/12/2011,13.815
23/12/2011,13.8325
27/12/2011,14.0026
28/12/2011,13.9755
29/12/2011,14.0095
30/12/2011,13.9464
03/01/2012,13.6494
04/01/2012,13.6742
05/01/2012,13.762
06/01/2012,13.7177
09/01/2012,13.6894
10/01/2012,13.6435
11/01/2012,13.605
12/01/2012,13.5359
13/01/2012,13.5955
17/01/2012,13.4284
18/01/2012,13.3067
19/01/2012,13.2287
20/01/2012,13.1807
23/01/2012,13.1538
24/01/2012,13.136
25/01/2012,13.0174
26/01/2012,13.0008
27/01/2012,12.9125
30/01/2012,12.9904
31/01/2012,13.0443
01/02/2012,12.8971
02/02/2012,12.8005
03/02/2012,12.653
06/02/2012,12.666
07/02/2012,12.6852
08/02/2012,12.7174
09/02/2012,12.6677
10/02/2012,12.815
13/02/2012,12.7038
14/02/2012,12.7651
15/02/2012,12.8661
16/02/2012,12.8263
17/02/2012,12.7523
21/02/2012,12.7732
22/02/2012,12.84
23/02/2012,12.8145
24/02/2012,12.8905
27/02/2012,12.8963
28/02/2012,12.8432
29/02/2012,12.8426
01/03/2012,12.741
02/03/2012,12.7465
05/03/2012,12.8255
06/03/2012,12.9976
07/03/2012,12.8739
08/03/2012,12.6896
09/03/2012,12.6559
12/03/2012,12.6577
13/03/2012,12.5545
14/03/2012,12.7143
15/03/2012,12.6585
16/03/2012,12.6698
19/03/2012,12.644
20/03/2012,12.6549
21/03/2012,12.706
22/03/2012,12.806
23/03/2012,12.7457
26/03/2012,12.6619
27/03/2012,12.7062
28/03/2012,12.7511
29/03/2012,12.8057
30/03/2012,12.8144
02/04/2012,12.7296
03/04/2012,12.7617
04/04/2012,12.7775
05/04/2012,12.8697
09/04/2012,12.9654
10/04/2012,13.1578
11/04/2012,13.1631
12/04/2012,13.0336
13/04/2012,13.167
16/04/2012,13.2105
17/04/2012,13.1011
18/04/2012,13.1792
19/04/2012,13.2036
20/04/2012,13.0989
23/04/2012,13.18
24/04/2012,13.15
25/04/2012,13.1567
26/04/2012,13.1679
27/04/2012,12.9713
30/04/2012,13.0099
01/05/2012,12.9175
02/05/2012,12.9323
03/05/2012,12.9963
04/05/2012,13.18
07/05/2012,13.1681
08/05/2012,13.3583
09/05/2012,13.49
10/05/2012,13.5043
11/05/2012,13.5706
14/05/2012,13.726
15/05/2012,13.8345
16/05/2012,13.7658
17/05/2012,13.8405
18/05/2012,13.8104
21/05/2012,13.6891
22/05/2012,13.8852
23/05/2012,13.9909
24/05/2012,14.0075
25/05/2012,14.0273
29/05/2012,13.881
30/05/2012,14.1433
31/05/2012,14.3635
01/06/2012,14.309
04/06/2012,14.2269
05/06/2012,14.227
06/06/2012,14.0308
07/06/2012,14.0696
08/06/2012,13.9225
11/06/2012,14.0895
12/06/2012,13.9846
13/06/2012,14.035
14/06/2012,13.8916
15/06/2012,13.9256
18/06/2012,13.8391
19/06/2012,13.683
20/06/2012,13.7191
21/06/2012,13.9101
22/06/2012,13.8515
25/06/2012,13.9194
26/06/2012,13.746
27/06/2012,13.5555
28/06/2012,13.6018
29/06/2012,13.3852
02/07/2012,13.3345
03/07/2012,13.32
05/07/2012,13.4095
06/07/2012,13.39
09/07/2012,13.369
10/07/2012,13.3647
11/07/2012,13.3039
12/07/2012,13.463
13/07/2012,13.2973
16/07/2012,13.2141
17/07/2012,13.1575
18/07/2012,13.17
19/07/2012,13.2223
20/07/2012,13.3598
23/07/2012,13.5608
24/07/2012,13.7025
25/07/2012,13.5973
26/07/2012,13.4073
27/07/2012,13.2388
30/07/2012,13.2704
31/07/2012,13.3301
01/08/2012,13.378
02/08/2012,13.3561
03/08/2012,13.125
06/08/2012,13.1932
07/08/2012,13.233
08/08/2012,13.1464
09/08/2012,13.0826
10/08/2012,13.0827
13/08/2012,13.1468
14/08/2012,13.1817
15/08/2012,13.1359
16/08/2012,13.1813
17/08/2012,13.1225
20/08/2012,13.112
21/08/2012,13.147
22/08/2012,13.078
23/08/2012,13.155
24/08/2012,13.165
27/08/2012,13.2
28/08/2012,13.1885
29/08/2012,13.3066
30/08/2012,13.3508
31/08/2012,13.1925
04/09/2012,13.175
05/09/2012,13.1246
06/09/2012,13.0523
07/09/2012,12.9745
10/09/2012,13.0663
11/09/2012,12.9979
12/09/2012,13.0108
13/09/2012,12.8114
14/09/2012,12.7174
17/09/2012,12.7715
18/09/2012,12.7932
19/09/2012,12.8556
20/09/2012,12.867
21/09/2012,12.8696
24/09/2012,12.9119
25/09/2012,12.857
26/09/2012,12.8751
27/09/2012,12.8264
28/09/2012,12.866
01/10/2012,12.8205
02/10/2012,12.8531
03/10/2012,12.8105
04/10/2012,12.752
05/10/2012,12.798
08/10/2012,12.7997
09/10/2012,12.8778
10/10/2012,12.963
11/10/2012,12.9146
12/10/2012,12.8591
15/10/2012,12.8071
16/10/2012,12.8355
17/10/2012,12.7884
18/10/2012,12.8361
19/10/2012,12.883
22/10/2012,12.857
23/10/2012,12.966
24/10/2012,12.99
25/10/2012,13.0295
26/10/2012,12.9927
29/10/2012,13.066
30/10/2012,13.0664
31/10/2012,13.0932
01/11/2012,13.008
02/11/2012,13.022
05/11/2012,13.0382
06/11/2012,12.9538
07/11/2012,13.06
08/11/2012,13.1675
09/11/2012,13.1875
12/11/2012,13.211
13/11/2012,13.2417
14/11/2012,13.2756
15/11/2012,13.2065
16/11/2012,13.126
19/11/2012,13.0548
20/11/2012,13.0038
21/11/2012,13.054
23/11/2012,12.946
26/11/2012,13.0145
27/11/2012,13.0305
28/11/2012,12.97
29/11/2012,12.9387
30/11/2012,12.945
03/12/2012,12.9895
04/12/2012,12.9431
05/12/2012,12.921
06/12/2012,12.8702
07/12/2012,12.848
10/12/2012,12.8031
11/12/2012,12.733
12/12/2012,12.7348
13/12/2012,12.7975
14/12/2012,12.7375
17/12/2012,12.7267
18/12/2012,12.7158
19/12/2012,12.7635
20/12/2012,12.7589
21/12/2012,12.9085
24/12/2012,12.9736
26/12/2012,13.0111
27/12/2012,12.9785
28/12/2012,13.0255
31/12/2012,12.86
02/01/2013,12.7437
03/01/2013,12.8016
04/01/2013,12.7375
07/01/2013,12.7585
08/01/2013,12.801
09/01/2013,12.7195
10/01/2013,12.6184
11/01/2013,12.651
14/01/2013,12.5885
15/01/2013,12.6107
16/01/2013,12.617
17/01/2013,12.5845
18/01/2013,12.6585
22/01/2013,12.6272
23/01/2013,12.692
24/01/2013,12.6273
25/01/2013,12.6905
28/01/2013,12.7724
29/01/2013,12.715
30/01/2013,12.72
31/01/2013,12.7025
01/02/2013,12.6075
04/02/2013,12.7123
05/02/2013,12.6329
06/02/2013,12.6763
07/02/2013,12.723
08/02/2013,12.7238
11/02/2013,12.7285
12/02/2013,12.6915
13/02/2013,12.684
14/02/2013,12.6902
15/02/2013,12.6815
19/02/2013,12.63
20/02/2013,12.7176
21/02/2013,12.7365
22/02/2013,12.695
25/02/2013,12.7972
26/02/2013,12.844
27/02/2013,12.7631
28/02/2013,12.7798
01/03/2013,12.7502
04/03/2013,12.741
05/03/2013,12.7064
06/03/2013,12.7795
07/03/2013,12.7537
08/03/2013,12.6293
11/03/2013,12.5315
12/03/2013,12.4406
13/03/2013,12.4263
14/03/2013,12.4245
15/03/2013,12.4363
18/03/2013,12.406
19/03/2013,12.437
20/03/2013,12.349
21/03/2013,12.4264
22/03/2013,12.3483
25/03/2013,12.3478
26/03/2013,12.3523
27/03/2013,12.329
28/03/2013,12.3508
01/04/2013,12.361
02/04/2013,12.2735
03/04/2013,12.3396
04/04/2013,12.305
05/04/2013,12.1725
08/04/2013,12.188
09/04/2013,12.1445
10/04/2013,12.1057
11/04/2013,12.043
12/04/2013,12.0751
15/04/2013,12.281
16/04/2013,12.1411
17/04/2013,12.2064
18/04/2013,12.2715
19/04/2013,12.2611
22/04/2013,12.274
23/04/2013,12.2446
24/04/2013,12.17
25/04/2013,12.1673
26/04/2013,12.1426
29/04/2013,12.2094
30/04/2013,12.1354
01/05/2013,12.195
02/05/2013,12.1691
03/05/2013,12.071
06/05/2013,12.1055
07/05/2013,12.027
08/05/2013,11.9686
09/05/2013,11.9952
10/05/2013,12.082
13/05/2013,12.1596
14/05/2013,12.1921
15/05/2013,12.199
16/05/2013,12.2748
17/05/2013,12.335
20/05/2013,12.2954
21/05/2013,12.3355
22/05/2013,12.4196
23/05/2013,12.404
24/05/2013,12.5252
28/05/2013,12.633
29/05/2013,12.6468
30/05/2013,12.7911
31/05/2013,12.798
03/06/2013,12.733
04/06/2013,12.7126
05/06/2013,12.854
06/06/2013,12.8021
07/06/2013,12.77
10/06/2013,12.9111
11/06/2013,12.8275
12/06/2013,12.9154
13/06/2013,12.62
14/06/2013,12.7098
17/06/2013,12.832
18/06/2013,12.8889
19/06/2013,13.2235
20/06/2013,13.3644
21/06/2013,13.296
24/06/2013,13.293
25/06/2013,13.209
26/06/2013,13.153
27/06/2013,13.0126
28/06/2013,12.936
01/07/2013,12.9587
02/07/2013,13.0477
03/07/2013,12.95
05/07/2013,13.07
08/07/2013,12.87
09/07/2013,12.8933
10/07/2013,12.8925
11/07/2013,12.8
12/07/2013,12.81
15/07/2013,12.6648
16/07/2013,12.6219
17/07/2013,12.4624
18/07/2013,12.4931
19/07/2013,12.5337
22/07/2013,12.4967
23/07/2013,12.4915
24/07/2013,12.613
25/07/2013,12.601
26/07/2013,12.65
29/07/2013,12.7595
30/07/2013,12.7608
31/07/2013,12.7309
01/08/2013,12.8255
02/08/2013,12.6543
05/08/2013,12.6424
06/08/2013,12.617
07/08/2013,12.7072
08/08/2013,12.5998
09/08/2013,12.6125
12/08/2013,12.6745
13/08/2013,12.722
14/08/2013,12.7279
15/08/2013,12.8105
16/08/2013,12.9072
19/08/2013,13.0781
20/08/2013,12.9675
21/08/2013,13.251
22/08/2013,13.0847
23/08/2013,12.955
26/08/2013,13.1792
27/08/2013,13.227
28/08/2013,13.3112
29/08/2013,13.35
30/08/2013,13.368
03/09/2013,13.3875
04/09/2013,13.3065
05/09/2013,13.3825
06/09/2013,13.163
09/09/2013,13.0965
10/09/2013,13.0812
11/09/2013,13.0467
12/09/2013,13.0557
13/09/2013,13.0425
16/09/2013,12.9237
17/09/2013,12.916
18/09/2013,12.6595
19/09/2013,12.6999
20/09/2013,12.8522
23/09/2013,12.8085
24/09/2013,12.9464
25/09/2013,13.0083
26/09/2013,13.0662
27/09/2013,13.1295
30/09/2013,13.086
01/10/2013,13.1478
02/10/2013,13.115
03/10/2013,13.1525
04/10/2013,13.07
07/10/2013,13.1288
08/10/2013,13.2225
09/10/2013,13.1846
10/10/2013,13.0895
11/10/2013,12.9862
14/10/2013,12.989
15/10/2013,12.9995
16/10/2013,12.8452
17/10/2013,12.7787
18/10/2013,12.8552
21/10/2013,12.9879
22/10/2013,12.8385
23/10/2013,12.992
24/10/2013,12.9623
25/10/2013,12.8765
28/10/2013,12.8738
29/10/2013,12.9155
30/10/2013,12.9286
31/10/2013,13.0202
01/11/2013,13.0567
04/11/2013,12.996
05/11/2013,13.155
06/11/2013,13.178
07/11/2013,13.2231
08/11/2013,13.1614
11/11/2013,13.2065
12/11/2013,13.1743
13/11/2013,13.013
14/11/2013,12.9608
15/11/2013,12.9248
18/11/2013,12.891
19/11/2013,12.9648
20/11/2013,13.1021
21/11/2013,13.0205
22/11/2013,12.96
25/11/2013,13.0446
26/11/2013,13.0534
27/11/2013,13.1215
29/11/2013,13.1
02/12/2013,13.2136
03/12/2013,13.0988
04/12/2013,13.037
05/12/2013,13.09
06/12/2013,12.931
09/12/2013,12.8524
10/12/2013,12.8632
11/12/2013,13.035
12/12/2013,12.9632
13/12/2013,12.8712
16/12/2013,12.923
17/12/2013,12.949
18/12/2013,12.8699
19/12/2013,12.954
20/12/2013,12.975
23/12/2013,12.989
24/12/2013,13.0238
26/12/2013,13.077
27/12/2013,13.051
30/12/2013,13.06
31/12/2013,13.033
02/01/2014,13.15
03/01/2014,13.0995
06/01/2014,13.076
07/01/2014,13.012
08/01/2014,13.1317
09/01/2014,13.085
10/01/2014,12.959
13/01/2014,13.0845
14/01/2014,13.083
15/01/2014,13.2012
16/01/2014,13.278
17/01/2014,13.24
21/01/2014,13.2725
22/01/2014,13.307
23/01/2014,13.39
24/01/2014,13.456
27/01/2014,13.363
28/01/2014,13.253
29/01/2014,13.3995
30/01/2014,13.3605
31/01/2014,13.3525
03/02/2014,13.5285
04/02/2014,13.318
05/02/2014,13.2865
06/02/2014,13.274
07/02/2014,13.2829
10/02/2014,13.3264
11/02/2014,13.2806
12/02/2014,13.3212
13/02/2014,13.26
14/02/2014,13.239
18/02/2014,13.225
19/02/2014,13.3232
20/02/2014,13.2762
21/02/2014,13.2567
24/02/2014,13.2602
25/02/2014,13.218
26/02/2014,13.3303
27/02/2014,13.2542
28/02/2014,13.2442
03/03/2014,13.3302
04/03/2014,13.2772
05/03/2014,13.2405
06/03/2014,13.149
07/03/2014,13.188
10/03/2014,13.214
11/03/2014,13.2705
12/03/2014,13.2408
13/03/2014,13.2845
14/03/2014,13.2058
17/03/2014,13.1575
18/03/2014,13.155
19/03/2014,13.2835
20/03/2014,13.257
21/03/2014,13.2165
24/03/2014,13.1695
25/03/2014,13.1152
26/03/2014,13.124
27/03/2014,13.0772
28/03/2014,13.0645
31/03/2014,13.0517
01/04/2014,13.048
02/04/2014,13.087
03/04/2014,13.1115
04/04/2014,13.0098
07/04/2014,13.0058
08/04/2014,13.048
09/04/2014,12.9737
10/04/2014,13.0602
11/04/2014,13.0285
14/04/2014,13.019
15/04/2014,13.1017
16/04/2014,13.0602
17/04/2014,13.0438
21/04/2014,13.0268
22/04/2014,13.0562
23/04/2014,13.053
24/04/2014,13.1022
25/04/2014,13.122
28/04/2014,13.1231
29/04/2014,13.0989
30/04/2014,13.0801
01/05/2014,13.035
02/05/2014,13.016
05/05/2014,13.0502
06/05/2014,13.026
07/05/2014,12.9607
08/05/2014,12.9465
09/05/2014,12.9405
12/05/2014,12.9507
13/05/2014,12.9052
14/05/2014,12.8992
15/05/2014,12.957
16/05/2014,12.9003
19/05/2014,12.8962
20/05/2014,12.9045
21/05/2014,12.9252
22/05/2014,12.879
23/05/2014,12.8533
27/05/2014,12.8513
28/05/2014,12.8695
29/05/2014,12.8373
30/05/2014,12.8535
02/06/2014,12.9137
03/06/2014,12.9355
04/06/2014,12.9182
05/06/2014,12.8628
06/06/2014,12.926
09/06/2014,13.0301
10/06/2014,13.0165
11/06/2014,13.0085
12/06/2014,12.9757
13/06/2014,13.0068
16/06/2014,13.0463
17/06/2014,13.1147
18/06/2014,12.9812
19/06/2014,13.0215
20/06/2014,12.989
23/06/2014,13.026
24/06/2014,13.0622
25/06/2014,12.9999
26/06/2014,13.0172
27/06/2014,12.962
30/06/2014,12.9714
01/07/2014,12.9424
02/07/2014,12.9985
03/07/2014,12.9559
07/07/2014,13.0201
08/07/2014,12.9818
09/07/2014,12.9695
10/07/2014,12.9972
11/07/2014,12.9927
14/07/2014,12.9509
15/07/2014,12.9427
16/07/2014,12.9157
17/07/2014,12.995
18/07/2014,12.9512
21/07/2014,12.9694
22/07/2014,12.9413
23/07/2014,12.9302
24/07/2014,12.9611
25/07/2014,12.944
28/07/2014,13.003
29/07/2014,13.0661
30/07/2014,13.1485
31/07/2014,13.2154
01/08/2014,13.181
04/08/2014,13.1948
05/08/2014,13.289
06/08/2014,13.2374
07/08/2014,13.2772
08/08/2014,13.2485
11/08/2014,13.1819
12/08/2014,13.135
13/08/2014,13.1276
14/08/2014,13.0695
15/08/2014,13.0665
18/08/2014,13.0475
19/08/2014,13.0414
20/08/2014,13.1347
21/08/2014,13.1126
22/08/2014,13.137
25/08/2014,13.148
26/08/2014,13.0952
27/08/2014,13.084
28/08/2014,13.0853
29/08/2014,13.085
02/09/2014,13.1082
03/09/2014,13.097
04/09/2014,13.1465
05/09/2014,13.026
08/09/2014,13.136
09/09/2014,13.2015
10/09/2014,13.1935
11/09/2014,13.2298
12/09/2014,13.2555
15/09/2014,13.2335
16/09/2014,13.1572
17/09/2014,13.2437
18/09/2014,13.2327
19/09/2014,13.2098
22/09/2014,13.277
23/09/2014,13.3142
24/09/2014,13.275
25/09/2014,13.3838
26/09/2014,13.4452
29/09/2014,13.4961
30/09/2014,13.4252
01/10/2014,13.4517
02/10/2014,13.3772
03/10/2014,13.4802
06/10/2014,13.3927
07/10/2014,13.4775
08/10/2014,13.3355
09/10/2014,13.4327
10/10/2014,13.472
13/10/2014,13.445
14/10/2014,13.4452
15/10/2014,13.5273
16/10/2014,13.5575
17/10/2014,13.5207
20/10/2014,13.5302
21/10/2014,13.532
22/10/2014,13.553
23/10/2014,13.5595
24/10/2014,13.5602
27/10/2014,13.5452
28/10/2014,13.443
29/10/2014,13.494
30/10/2014,13.443
31/10/2014,13.4772
03/11/2014,13.6012
04/11/2014,13.5525
05/11/2014,13.5675
06/11/2014,13.6343
07/11/2014,13.533
10/11/2014,13.6065
11/11/2014,13.5997
12/11/2014,13.554
13/11/2014,13.604
14/11/2014,13.5315
17/11/2014,13.5875
18/11/2014,13.556
19/11/2014,13.6165
20/11/2014,13.6482
21/11/2014,13.6165
24/11/2014,13.6565
25/11/2014,13.6707
26/11/2014,13.72
28/11/2014,13.9355
01/12/2014,13.988
02/12/2014,14.096
03/12/2014,14.0965
04/12/2014,14.1533
05/12/2014,14.3525
08/12/2014,14.379
09/12/2014,14.417
10/12/2014,14.553
11/12/2014,14.778
12/12/2014,14.7613
15/12/2014,14.76
16/12/2014,14.7425
17/12/2014,14.555
18/12/2014,14.56
19/12/2014,14.6082
22/12/2014,14.6607
23/12/2014,14.752
24/12/2014,14.7102
26/12/2014,14.7052
29/12/2014,14.769
30/12/2014,14.731
31/12/2014,14.741
02/01/2015,14.8305
05/01/2015,14.938
06/01/2015,14.8907
07/01/2015,14.709
08/01/2015,14.667
09/01/2015,14.598
12/01/2015,14.647
13/01/2015,14.608
14/01/2015,14.482
15/01/2015,14.659
16/01/2015,14.5552
20/01/2015,14.6604
21/01/2015,14.7495
22/01/2015,14.6252
23/01/2015,14.6577
26/01/2015,14.572
27/01/2015,14.623
28/01/2015,14.754
29/01/2015,14.7971
30/01/2015,14.984
02/02/2015,14.86
03/02/2015,14.6492
04/02/2015,14.8815
05/02/2015,14.7842
06/02/2015,14.8602
09/02/2015,14.8322
10/02/2015,14.969
11/02/2015,15.0695
12/02/2015,14.9177
13/02/2015,14.8837
17/02/2015,14.9128
18/02/2015,14.8603
19/02/2015,14.9973
20/02/2015,15.0205
23/02/2015,15.0857
24/02/2015,14.9085
25/02/2015,14.925
26/02/2015,14.9905
27/02/2015,14.946
02/03/2015,15.01
03/03/2015,14.9898
04/03/2015,15.0445
05/03/2015,15.186
06/03/2015,15.4873
09/03/2015,15.4715
10/03/2015,15.614
11/03/2015,15.4978
12/03/2015,15.3935
13/03/2015,15.4797
16/03/2015,15.4125
17/03/2015,15.372
18/03/2015,15.0925
19/03/2015,15.275
20/03/2015,15.0555
23/03/2015,14.929
24/03/2015,14.939
25/03/2015,14.978
26/03/2015,15.1348
27/03/2015,15.2295
30/03/2015,15.2585
31/03/2015,15.2515
01/04/2015,15.1472
02/04/2015,14.9963
06/04/2015,14.911
07/04/2015,14.9238
08/04/2015,14.9007
09/04/2015,15.085
10/04/2015,15.2218
13/04/2015,15.377
14/04/2015,15.2579
15/04/2015,15.2679
16/04/2015,15.1658
17/04/2015,15.3225
20/04/2015,15.4518
21/04/2015,15.4302
22/04/2015,15.4405
23/04/2015,15.3487
24/04/2015,15.3742
27/04/2015,15.3464
28/04/2015,15.2515
29/04/2015,15.2198
30/04/2015,15.341
01/05/2015,15.5764
04/05/2015,15.4475
05/05/2015,15.3429
06/05/2015,15.3582
07/05/2015,15.3159
08/05/2015,15.1168
11/05/2015,15.359
12/05/2015,15.336
13/05/2015,15.2765
14/05/2015,15.0935
15/05/2015,15.0058
18/05/2015,15.1169
19/05/2015,15.1886
20/05/2015,15.1917
21/05/2015,15.2189
22/05/2015,15.2624
26/05/2015,15.2959
27/05/2015,15.2832
28/05/2015,15.3146
29/05/2015,15.378
01/06/2015,15.4853
02/06/2015,15.4317
03/06/2015,15.5184
04/06/2015,15.5373
05/06/2015,15.7115
08/06/2015,15.6296
09/06/2015,15.5806
10/06/2015,15.4389
11/06/2015,15.3492
12/06/2015,15.4032
15/06/2015,15.4364
16/06/2015,15.3905
17/06/2015,15.255
18/06/2015,15.3425
19/06/2015,15.3486
22/06/2015,15.338
23/06/2015,15.4002
24/06/2015,15.4991
25/06/2015,15.4808
26/06/2015,15.5582
29/06/2015,15.6873
30/06/2015,15.7389
01/07/2015,15.7784
02/07/2015,15.66
03/07/2015,15.7302
06/07/2015,15.713
07/07/2015,15.7971
08/07/2015,15.8484
09/07/2015,15.8153
10/07/2015,15.7137
13/07/2015,15.7003
14/07/2015,15.6616
15/07/2015,15.7822
16/07/2015,15.8307
17/07/2015,15.9266
20/07/2015,16.012
21/07/2015,16.0028
22/07/2015,16.1026
23/07/2015,16.2122
24/07/2015,16.2669
27/07/2015,16.2924
28/07/2015,16.275
29/07/2015,16.2905
30/07/2015,16.2678
31/07/2015,16.1088
03/08/2015,16.175
04/08/2015,16.299
05/08/2015,16.3742
06/08/2015,16.3249
07/08/2015,16.1575
10/08/2015,16.1589
11/08/2015,16.3149
12/08/2015,16.2785
13/08/2015,16.4009
14/08/2015,16.3747
17/08/2015,16.4279
18/08/2015,16.4023
19/08/2015,16.6213
20/08/2015,16.8032
21/08/2015,16.9871
24/08/2015,17.2011
25/08/2015,17.2091
26/08/2015,17.0129
27/08/2015,16.8754
28/08/2015,16.75
31/08/2015,16.7503
01/09/2015,16.9686
02/09/2015,16.8262
03/09/2015,16.7999
04/09/2015,16.9398
07/09/2015,16.9963
08/09/2015,16.8232
09/09/2015,16.826
10/09/2015,16.7736
11/09/2015,16.8387
14/09/2015,16.7524
15/09/2015,16.6882
16/09/2015,16.5484
17/09/2015,16.5996
18/09/2015,16.6523
21/09/2015,16.6624
22/09/2015,16.885
23/09/2015,17.1176
24/09/2015,16.8694
25/09/2015,16.972
28/09/2015,17.0692
29/09/2015,17.0243
30/09/2015,16.9177
01/10/2015,16.9229
02/10/2015,16.7588
05/10/2015,16.794
06/10/2015,16.6554
07/10/2015,16.6531
08/10/2015,16.4585
09/10/2015,16.432
12/10/2015,16.4599
13/10/2015,16.657
14/10/2015,16.4736
15/10/2015,16.3895
16/10/2015,16.426
19/10/2015,16.4886
20/10/2015,16.5611
21/10/2015,16.6557
22/10/2015,16.4765
23/10/2015,16.5919
26/10/2015,16.5298
27/10/2015,16.5452
28/10/2015,16.6388
29/10/2015,16.6301
30/10/2015,16.5021
02/11/2015,16.4417
03/11/2015,16.3983
04/11/2015,16.5361
05/11/2015,16.6049
06/11/2015,16.8075
09/11/2015,16.7734
10/11/2015,16.7536
11/11/2015,16.7307
12/11/2015,16.7378
13/11/2015,16.6833
16/11/2015,16.7705
17/11/2015,16.7253
18/11/2015,16.7356
19/11/2015,16.621
20/11/2015,16.5384
23/11/2015,16.5471
24/11/2015,16.5338
25/11/2015,16.5029
26/11/2015,16.561
27/11/2015,16.6268
30/11/2015,16.5768
01/12/2015,16.5215
02/12/2015,16.5645
03/12/2015,16.7111
04/12/2015,16.6552
07/12/2015,16.8876
08/12/2015,17.0217
09/12/2015,17.0652
10/12/2015,17.1924
11/12/2015,17.3925
14/12/2015,17.3145
15/12/2015,17.1121
16/12/2015,16.9832
17/12/2015,17.0483
18/12/2015,17.1383
21/12/2015,17.1614
22/12/2015,17.1913
23/12/2015,17.2225
24/12/2015,17.2468
25/12/2015,17.2394
28/12/2015,17.2421
29/12/2015,17.2532
30/12/2015,17.3822
31/12/2015,17.2075
01/01/2016,17.2626
04/01/2016,17.3092
05/01/2016,17.3371
06/01/2016,17.5383
07/01/2016,17.8464
08/01/2016,17.9354
11/01/2016,17.884
12/01/2016,17.8956
13/01/2016,17.948
14/01/2016,17.878
15/01/2016,18.2648
18/01/2016,18.2102
19/01/2016,18.2777
20/01/2016,18.5276
21/01/2016,18.7293
22/01/2016,18.4422
25/01/2016,18.6035
26/01/2016,18.4618
27/01/2016,18.4727
28/01/2016,18.3264
29/01/2016,18.1065
01/02/2016,18.2328
